"last_name, first_name","player_id","year","pa","home_run","k_percent","bb_percent","p_hit_by_pitch","xba","xslg","sl_avg_speed","sl_avg_spin","ch_avg_speed","ch_avg_spin","cu_avg_speed","cu_avg_spin","si_avg_speed","si_avg_spin"
"Lauer, Eric","641778","2019","651","20",21.2,7.8,"5",".246",".419","81.6","2393","85.9","1982","77.1","2376",,
"Mahle, Tyler","641816","2019","556","25",23.2,6.1,"6",".249",".426",,,,,"80.4","2595",,
"Sparkman, Glenn","642098","2019","606","30",13.4,6.8,"6",".289",".513","82.3","2411","85.7","2032","79.1","2477",,
"Yarbrough, Ryan","642232","2019","563","15",20.8,3.6,"9",".250",".390",,,"79.5","2123","72.8","2405","88.1","1987"
"Jurado, Ariel","642558","2019","541","21",15,6.7,"4",".293",".520","85.3","2124","85.3","1945","80.3","2267","92","1770"
"Brault, Steven","643230","2019","505","15",19.8,10.5,"7",".255",".436","81.2","2192","84.3","1582","71.1","2032","91.3","1888"
"Alcantara, Sandy","645261","2019","838","23",18,9.7,"8",".244",".424","86","2478","89.1","1923","82","2481","95.3","2393"
"Soroka, Michael","647336","2019","701","14",20.3,5.8,"7",".258",".391","83.2","2777","81.2","2177",,,"92.3","2175"
"Flaherty, Jack","656427","2019","772","25",29.9,7.1,"7",".215",".366","84.8","2381","86.2","1700","78.2","2501","92","2009"
"Thornton, Trent","663423","2019","676","24",22,8.9,"5",".256",".430","80.5","3092","83.3","1497","73.7","2784","91.9","2315"
"Paddack, Chris","663978","2019","568","23",26.9,5.5,"6",".217",".385",,,"84.5","1707","76.1","2145",,
"Lucchesi, Joey","664192","2019","686","23",23,8.2,"2",".227",".390",,,,,"78.9","2091","90.1","2215"
"Bieber, Shane","669456","2019","859","31",30.2,4.7,"6",".236",".417","85","2370","87.6","1725","82.7","2303","93.7","2189"
"Richards, Trevor","670950","2019","580","19",21.9,9.7,"5",".235",".410",,,"83.4","2392","78.9","2228",,
"Wainwright, Adam","425794","2020","262","9",20.6,5.7,"2",".265",".436",,,"81.8","1683","73.5","2791","89.3","2188"
"Greinke, Zack","425844","2020","273","6",24.5,3.3,"1",".249",".421","84.5","2422","86.2","1668","70.4","2422","89.7","2259"
"Sánchez, Aníbal","434671","2020","245","11",17.6,7.3,"3",".284",".479","83.5","2297","69.6","1261","76.3","2027","89.6","2078"
"Lester, Jon","452657","2020","265","11",15.8,6.4,"3",".279",".517",,,"83.3","1913","73.4","2569","88.4","2063"
"Scherzer, Max","453286","2020","295","10",31.2,7.8,"1",".252",".431","85.5","2384","84.9","1440","77.1","2782",,
"Arrieta, Jake","453562","2020","190","6",16.8,8.4,"1",".290",".455","88.8","2203","87.3","1694","81.8","2652","92","2096"
"Cueto, Johnny","456501","2020","277","9",20.2,9.4,"3",".261",".417","84.8","2231","82.5","1333","80.5","2335","90.9","2123"
"Happ, J.A.","457918","2020","196","8",21.4,7.7,"1",".221",".342","84.2","2260","86.4","1755","80.9","2187","89.3","2173"
"Lindblom, Josh","458676","2020","191","6",27.2,8.4,"3",".245",".379","75.8","2381","84.1","1898","71.1","2736",,
"Lynn, Lance","458681","2020","344","13",25.9,7.3,"6",".208",".350",,,"85","1844","83.6","2598","92","2327"
"Carrasco, Carlos","471911","2020","280","8",29.3,9.6,"2",".222",".368","86","2780","87.7","1317","83.4","2930","92.3","2357"
"Anderson, Brett","474463","2020","202","6",15.8,5,"4",".274",".447","82.2","2458","82.7","1629","76.1","2480","89.7","1955"
"Kershaw, Clayton","477132","2020","221","8",28.1,3.6,"1",".215",".383","87.9","2676","86.9","2178","74.1","2536",,
"Minor, Mike","501985","2020","239","11",25.9,8.4,"1",".234",".436","85.6","2796","85.4","2263","80.1","2548","88.2","2360"
"Gibson, Kyle","502043","2020","301","12",19.3,10,"6",".284",".452","82.9","2475","84.4","1652","78.7","2418","92.2","2130"
"Cobb, Alex","502171","2020","226","8",16.8,8,"2",".307",".502",,,,,"81.7","2579","92.5","2090"
"Darvish, Yu","506433","2020","297","5",31.3,4.7,"2",".227",".346","86.1","2792",,,"77.3","2719","95.2","2492"
"Bumgarner, Madison","518516","2020","190","13",15.8,6.8,"6",".302",".608",,,"83.1","1684","76.9","2493","88.2","2419"
"Duffy, Danny","518633","2020","242","10",23.6,9.1,"2",".248",".441","82.6","2391","83.9","2158","75.5","2294","92.1","2120"
"Porcello, Rick","519144","2020","261","5",20.7,5.7,"2",".293",".467","86.2","2359","81.8","1682","74.9","2588","90.1","2146"
"Pérez, Martín","527048","2020","262","8",17.6,10.7,"3",".250",".422",,,"83.7","1704","77.7","2521","91.9","1951"
"Anderson, Tyler","542881","2020","260","5",15.8,9.6,"4",".263",".418",,,"80.9","1988","71.9","2334","89.5","2327"
"Cole, Gerrit","543037","2020","288","14",32.6,5.9,"2",".198",".381","88.7","2582","88.3","1750","83.4","2803","96","2505"
"Eovaldi, Nathan","543135","2020","199","8",26.1,3.5,"4",".254",".430","89.2","2287",,,"79.6","2110",,
"Gray, Sonny","543243","2020","235","4",30.6,11.1,"2",".235",".345",,,"89.8","2216","80.8","2955","92.9","2416"
"Hendricks, Kyle","543294","2020","315","10",20.3,2.5,"1",".237",".382",,,"79.7","2062","72.1","2811","87.3","1862"
"Lyles, Jordan","543475","2020","266","12",13.5,8.6,"2",".272",".467","85.6","2361","86.8","1464","79.7","2501","91.8","2095"
"Roark, Tanner","543699","2020","220","14",18.6,10.5,"2",".280",".544","84.2","2190","81","1504","73.1","2760","90.5","2055"
"Bauer, Trevor","545333","2020","278","9",36,6.1,"3",".163",".286",,,"85","1731","79.7","2933","94.1","2780"
"Tanaka, Masahiro","547888","2020","197","9",22.3,4.1,"2",".244",".438","84","2281",,,"75","2370","91.5","2117"
"Ryu, Hyun Jin","547943","2020","275","6",26.2,6.2,"1",".233",".334",,,"79.6","1478","72.3","2542","89.1","1953"
"Stripling, Ross","548389","2020","220","13",18.2,8.2,"1",".296",".546","85.8","2493","84.6","1699","78.7","2652","91.6","2334"
"Wheeler, Zack","554430","2020","288","3",18.4,5.6,"7",".249",".348",,,"90.2","1833","80.1","2621","96.6","2196"
"Boyd, Matthew","571510","2020","271","15",22.1,8.1,"5",".258",".479","79.3","2324","79.1","1882","74.1","2506","90.5","2255"
"Corbin, Patrick","571578","2020","295","10",20.3,6.1,"0",".289",".469","79.2","2241","77.7","1550","65","1852","90.1","2096"
"Fiers, Mike","571666","2020","257","9",14.4,6.2,"4",".261",".448","84.3","2283","82.1","1862","72.7","2675","88.2","2140"
"Heaney, Andrew","571760","2020","279","9",25.1,6.8,"2",".250",".445",,,"83","2005","79.2","2550",,
"Richards, Garrett","572070","2020","213","7",21.6,8,"2",".247",".446","88.5","2893",,,"80","3299","95.3","2589"
"Keuchel, Dallas","572971","2020","257","2",16.3,6.6,"0",".277",".393","75.8","2280","78.6","1680",,,"87.2","2071"
"Kikuchi, Yusei","579328","2020","194","3",24.2,10.3,"0",".227",".319","83.3","2347","86.8","1422",,,,
"Gausman, Kevin","592332","2020","245","8",32.2,6.5,"0",".229",".386","81.9","2353","84.3","1887",,,,
"Ray, Robbie","592662","2020","251","13",27.1,17.9,"1",".254",".487","86.6","2376","89.5","2301","83.6","2194","93.3","2348"
"Walker, Taijuan","592836","2020","225","8",22.2,8.4,"4",".254",".452","85.2","2432",,,"74.6","2454","93.1","2050"
"Williams, Trevor","592866","2020","252","15",19.4,8.3,"4",".263",".446","82.7","2276","85.1","1851","77.8","2284","89.7","1959"
"Montas, Frankie","593423","2020","237","10",25.3,9.7,"1",".249",".433","86.1","2499",,,,,"95.6","2283"
"deGrom, Jacob","594798","2020","268","7",38.8,6.7,"0",".194",".333","92.5","2565","91.4","1638","84.1","2632",,
"Gonzales, Marco","594835","2020","277","8",23.1,2.5,"4",".243",".430",,,"80.6","2114","75.3","2294",,
"Weaver, Luke","596133","2020","236","10",23.3,7.6,"1",".252",".464","86.4","2266","84.7","1666","79","2273",,
"Bassitt, Chris","605135","2020","261","6",21.1,6.5,"2",".242",".390","78.2","2192","83.6","1950","70","2185","92.6","2112"
"Bundy, Dylan","605164","2020","267","5",27,6.4,"4",".215",".333","79.9","2538","82.2","1620","73.5","2349","90.7","2348"
"Davies, Zach","605200","2020","276","9",22.8,6.9,"0",".269",".476",,,"79.4","1728","74.5","2509","88.5","2051"
"Houser, Adrian","605288","2020","246","8",17.9,8.5,"4",".268",".408","85.6","2250","84.9","1526","80.5","2019","93.2","2076"
"Nola, Aaron","605400","2020","289","9",33.2,8,"2",".222",".354",,,"84.9","1518","78.6","2499","91.8","2101"
"Snell, Blake","605483","2020","203","10",31,8.9,"0",".233",".406","87.4","2464","87.9","1739","80.1","2445",,
"Turnbull, Spencer","605513","2020","242","2",21.1,12,"2",".276",".431","85.3","2528","87.2","1865","79.4","2693","94.8","2281"
"Woodruff, Brandon","605540","2020","293","9",31.1,6.1,"4",".198",".339","88.2","2525","86.7","1817","83.5","2606","96.3","2364"
"Glasnow, Tyler","607192","2020","238","11",38.2,9.2,"0",".190",".362",,,"91.1","1784","82.4","2939",,
"Fedde, Erick","607200","2020","222","10",12.6,9.9,"3",".278",".467",,,"86.7","1576","79.5","2273","93.4","1836"
"Freeland, Kyle","607536","2020","304","9",15.1,7.6,"3",".284",".436","86.2","2469","86","1375","80.3","2444","91.4","2388"
"Fried, Max","608331","2020","224","2",22.3,8.5,"4",".202",".288","84","2487","83.1","1546","74.3","2787","92.5","1959"
"Giolito, Lucas","608337","2020","288","8",33.7,9.7,"2",".196",".323","84.9","2095","80.9","1410","77.3","2493",,
"Márquez, Germán","608566","2020","344","6",21.2,7.3,"0",".259",".391","87.9","2382","86.8","1816","85.5","2728","94.7","2140"
"Voth, Austin","608723","2020","225","14",19.6,8,"4",".266",".502",,,,,"78.3","2811",,
"Eflin, Zach","621107","2020","245","8",28.6,6.1,"1",".226",".366","88.5","2188","87.8","1825","79","2369","93.7","2083"
"McCullers Jr., Lance","621121","2020","227","5",24.7,8.8,"5",".243",".409",,,"86.3","1766","83.4","2787","93.8","2072"
"Mills, Alec","621219","2020","252","13",18.3,7.5,"2",".263",".462","77.5","2584","80.7","1709","66.6","2378","89.9","2185"
"Berríos, José","621244","2020","271","8",25.1,9.6,"3",".248",".400",,,"84.7","1531",,,"94","2128"
"Young, Alex","622065","2020","204","11",19.1,6.9,"1",".290",".551",,,"85.2","1718","81.6","2408","90.4","2357"
"Castillo, Luis","622491","2020","292","5",30.5,8.2,"1",".210",".314","86.8","2484","88.2","1942",,,"97.5","2100"
"Senzatela, Antonio","622608","2020","303","9",13.5,5.9,"4",".273",".430","86.4","2177","86.4","2133","79.2","2312",,
"Castellani, Ryan","624418","2020","189","12",13.2,13.8,"5",".292",".540","85","2535","85.8","1654","79.5","2459","89.5","2191"
"Maeda, Kenta","628317","2020","248","9",32.3,4,"0",".208",".350","82.9","2504",,,"78.5","2590","90.8","2206"
"Urías, Julio","628711","2020","224","5",20.1,8,"0",".217",".366","86.3","2635","84.9","1812","77.2","2756","94","2458"
"Manaea, Sean","640455","2020","222","7",20.3,3.6,"1",".266",".415","77.7","1991","82.6","1101",,,"90.4","1884"
"López, Pablo","641154","2020","240","4",24.6,7.5,"2",".216",".338",,,"87.2","1969","78.7","2442","93.4","2040"
"Keller, Brad","641745","2020","215","2",16.3,7.9,"2",".270",".396","84.6","2590","88.7","1965",,,"92.3","2205"
"Kuhl, Chad","641771","2020","197","8",22.3,14.2,"2",".270",".507","87.7","2520","88.2","1584","81.3","2766","94","2010"
"Mahle, Tyler","641816","2020","201","6",29.9,10.4,"4",".188",".344","86.9","2636",,,"81","2558",,
"Yarbrough, Ryan","642232","2020","234","5",18.8,5.1,"7",".253",".389",,,"78.6","1979","70.9","2309","87.3","1942"
"Dunn, Justin","643290","2020","198","10",19.2,15.7,"2",".246",".484","82.9","2355","87.1","1755","79.3","2368","91.1","2144"
"Civale, Aaron","650644","2020","312","11",22.1,5.1,"3",".266",".436","82.3","2709","85.3","2028","75.6","2840","91.8","2270"
"Canning, Griffin","656288","2020","238","8",23.5,9.7,"1",".232",".423","86.6","2598","87.9","1743","82.1","2467",,
"Cease, Dylan","656302","2020","255","12",17.3,13.3,"5",".279",".513","85","2801","82.9","1724","79","2680",,
"Montgomery, Jordan","656756","2020","193","7",24.4,4.7,"2",".250",".404",,,"83.2","1756","80.5","2280","92.5","2180"
"Peterson, David","656849","2020","205","5",19.5,11.7,"3",".230",".389","81.3","2186","83.7","1928","74.5","2143","91.8","2082"
"Sheffield, Justus","656954","2020","232","2",20.7,8.6,"3",".256",".367","81.8","2500","86.3","1725",,,"91.9","1941"
"Webb, Logan","657277","2020","246","4",18.7,9.8,"7",".280",".413",,,"84.7","1609",,,"91.8","1992"
"Lamet, Dinelson","659275","2020","267","5",34.8,7.5,"4",".187",".317","86.5","2614",,,,,"97","2442"
"Bubic, Kris","663460","2020","222","8",22.1,9.9,"2",".271",".452",,,"79.6","1740","78.5","2567",,
"Singer, Brady","663903","2020","263","8",23.2,8.7,"2",".231",".368","83.1","2387","87.8","2164",,,"93.3","2241"
"Paddack, Chris","663978","2020","245","14",23.7,4.9,"2",".276",".488",,,"83.9","1786","76.9","2096",,
"Brubaker, JT","664141","2020","205","6",23.4,8.3,"3",".240",".403","87.5","2634","87.9","1758","80.6","2857","93.8","2299"
"Valdez, Framber","664285","2020","288","5",26.4,5.6,"5",".239",".379",,,"88.6","1642","80.5","2982","93","2249"
"Javier, Cristian","664299","2020","214","11",25.2,8.4,"2",".187",".348","78.8","2600","85.9","1938","76.3","2819",,
"Luzardo, Jesús","666200","2020","248","9",23.8,6.9,"3",".256",".413","84","2533","87.4","1910",,,"95.4","2363"
"Plesac, Zach","668676","2020","206","8",27.7,2.9,"1",".228",".412","86.3","2149","86","1628","79.1","2102",,
"Gallen, Zac","668678","2020","291","9",28.2,8.6,"2",".225",".369","87.1","2421","84.9","1530","81.2","2432","92.9","2192"
"May, Dustin","669160","2020","224","9",19.6,7.1,"1",".255",".411",,,"90.7","1937","86.8","3092","97.9","2408"
"Burnes, Corbin","669203","2020","240","2",36.7,10,"3",".190",".321","86.7","2909","88.9","1954","81.1","2963","96","2683"
"Bieber, Shane","669456","2020","297","7",41.1,7.1,"1",".185",".319","84.5","2551","88.7","1665","83.6","2352",,
"Dobnak, Randy","677976","2020","200","3",13.5,6.5,"4",".261",".378","83.4","2392","85.6","1732",,,"91.4","1939"
"Wainwright, Adam","425794","2021","828","21",21,6,"9",".251",".388",,,"82.7","1715","73.4","2835","89.1","2229"
"Greinke, Zack","425844","2021","697","30",17.2,5.2,"2",".266",".430","83.6","2357","86.4","1594","71.1","2358","89.5","2156"
"Hill, Rich","448179","2021","661","21",22.7,8.3,"16",".240",".414","76.5","2384","80.9","1672","71.7","2713","84.8","2215"
"Morton, Charlie","450203","2021","756","16",28.6,7.7,"17",".217",".332",,,"86.4","2100","80.6","3053","94.6","2116"
"Lester, Jon","452657","2021","627","25",14.5,8.8,"3",".274",".453",,,"81.3","1737","72.6","2437","87.6","2042"
"Scherzer, Max","453286","2021","693","23",34.1,5.2,"10",".196",".353","85.8","2269","85","1446","76.9","2661",,
"Happ, J.A.","457918","2021","671","30",18.2,7.2,"3",".275",".502","83","2225","86.1","1657","76.2","2231","89.1","2079"
"Lynn, Lance","458681","2021","641","18",27.5,7,"2",".198",".322","81.2","2254","87.1","1772","82.1","2476","92.4","2228"
"Miley, Wade","489119","2021","690","17",18.1,7.2,"3",".252",".398","79.3","2308","81.9","1807","74.7","2384","88.7","2025"
"Minor, Mike","501985","2021","669","26",22.3,6.1,"5",".245",".449","85.6","2723","85.2","2237","80.4","2493",,
"Gibson, Kyle","502043","2021","754","17",20.6,8.5,"8",".241",".367","83.5","2513","84.8","1641","79.4","2435","92.3","2136"
"Darvish, Yu","506433","2021","681","28",29.2,6.5,"8",".208",".376","86.2","2792",,,"75.3","2714","94","2402"
"Bumgarner, Madison","518516","2021","613","24",20.2,6.4,"11",".245",".432",,,"83.8","1434","77.8","2462","89.8","2045"
"Harvey, Matt","518774","2021","582","19",16.3,6.4,"5",".289",".476","86.9","2370","85.3","1697","79.9","2489","92.9","2135"
"Kelly, Merrill","518876","2021","667","21",19.5,6.1,"4",".271",".432",,,"87.2","1969","81.3","2564","91.6","2242"
"Pérez, Martín","527048","2021","509","19",19.1,7.1,"9",".280",".470",,,"84.8","1696","78.7","2459","92.8","2017"
"Anderson, Tyler","542881","2021","703","27",19.1,5.4,"1",".259",".425","80","2458","80.9","1835","73.7","2426","88.9","2260"
"Cole, Gerrit","543037","2021","726","24",33.5,5.6,"2",".209",".369","88.4","2600","89.8","1719","83.4","2800","97.7","2375"
"DeSclafani, Anthony","543101","2021","676","19",22.5,6.2,"2",".241",".410","87.9","2198","88.2","1583","83","1964","94","2092"
"Eovaldi, Nathan","543135","2021","764","15",25.5,4.6,"7",".238",".366","85.8","2156",,,"78.5","2086",,
"Gray, Sonny","543243","2021","575","19",27,8.7,"8",".216",".325","83.6","2597","88.2","1830","79.3","2749","92.4","2319"
"Hendricks, Kyle","543294","2021","785","31",16.7,5.6,"13",".276",".455",,,"80","2008","73.2","2844","87.3","1828"
"Lyles, Jordan","543475","2021","769","38",19,7.3,"7",".275",".482","84.9","2705","86.4","1595","80.3","2619","91.6","2200"
"Ryu, Hyun Jin","547943","2021","701","24",20.4,5.3,"2",".265",".440","79.8","2059","79.9","1511","73.9","2512","89.3","1910"
"Wheeler, Zack","554430","2021","849","16",29.1,5.4,"8",".215",".318",,,"90.5","1571","81.5","2638","96.7","2199"
"Corbin, Patrick","571578","2021","751","37",19,8,"3",".282",".493","80.7","2216","81.5","1619","65.2","1782","92.6","2096"
"Heaney, Andrew","571760","2021","558","29",26.9,7.3,"6",".237",".431","78.6","2463","83.8","2035","79.4","2574",,
"Matz, Steven","571927","2021","647","18",22.3,6.6,"6",".253",".396","88.9","2080","85","2260","77.6","2336","94.5","2184"
"Richards, Garrett","572070","2021","617","19",18.6,9.7,"5",".285",".464","88.1","2745","90.6","1695","78.3","3140","95.6","2472"
"Keuchel, Dallas","572971","2021","720","25",13.2,8.2,"7",".302",".493","77.8","2374","79.6","1630",,,"87.8","1985"
"Stroman, Marcus","573186","2021","729","17",21.7,5.9,"7",".262",".418","87.2","2643",,,"74.9","2514","91.9","2284"
"Kikuchi, Yusei","579328","2021","666","27",24.5,9.3,"5",".261",".463","82.5","2404","86.2","1452",,,,
"Foltynewicz, Mike","592314","2021","586","35",16.6,6.1,"9",".266",".490","83.2","2426","85.3","1779","76.7","2316","93.1","2098"
"Gausman, Kevin","592332","2021","775","20",29.3,6.5,"4",".231",".381","82","2197","83.8","1641",,,,
"Gray, Jon","592351","2021","644","21",24.4,9,"8",".235",".378","86.7","2408","87.6","1454","76","2585",,
"Ray, Robbie","592662","2021","773","33",32.1,6.7,"4",".219",".398","88.6","2186","88.2","1726","82.5","2125","95.1","2293"
"Smyly, Drew","592767","2021","546","27",21.4,7.5,"2",".267",".470",,,,,"78.9","2096","92.1","2088"
"Taillon, Jameson","592791","2021","603","24",23.2,7.3,"6",".230",".401","86.6","2525","88","1868","80.7","2732","94.2","2303"
"Walker, Taijuan","592836","2021","654","26",22.3,8.4,"4",".246",".442","86.1","2415",,,"76.4","2356","93.7","2007"
"Montas, Frankie","593423","2021","778","20",26.6,7.3,"7",".237",".404","88.1","2478",,,,,"96.2","2308"
"Rodriguez, Eduardo","593958","2021","675","19",27.4,7,"2",".233",".366","82.1","2140","85.4","1884",,,"92.5","2125"
"Gonzales, Marco","594835","2021","585","29",18.5,7.2,"5",".257",".483",,,"79.3","2184","75.2","2282",,
"Pivetta, Nick","601713","2021","661","24",26.5,9.8,"5",".219",".385","86","2288","87.9","1867","78.6","2742","93.3","2240"
"Bassitt, Chris","605135","2021","637","15",25,6.1,"11",".227",".362","82.8","2255","85.3","1958","71.7","2328","92.7","2115"
"Davies, Zach","605200","2021","668","25",17.1,11.2,"5",".293",".487","80","2300","78.5","1691","74.2","2459","88","2018"
"Houser, Adrian","605288","2021","599","12",17.5,10.7,"9",".240",".359","84","2165","87.7","2066","80","1855","93.6","2037"
"López, Jorge","605347","2021","555","21",20.2,10.1,"10",".275",".449","85.9","2231","88.5","1614","81.9","2378","95.3","1967"
"Musgrove, Joe","605397","2021","748","22",27.1,7.2,"18",".236",".387","84.1","2784","87.1","2069","82.1","2808","93.2","2471"
"Nola, Aaron","605400","2021","749","26",29.8,5.2,"9",".223",".378",,,"85.2","1511","78.5","2529","92","2137"
"Snell, Blake","605483","2021","550","16",30.9,12.5,"3",".232",".431","86.5","2417","88.3","1731","79.5","2259",,
"Woodruff, Brandon","605540","2021","708","18",29.8,6.1,"7",".226",".353","86.5","2553","86.5","1906","83.8","2644","96.2","2288"
"Rodón, Carlos","607074","2021","534","13",34.6,6.7,"8",".189",".314","85.8","2453","85.2","1673","76.7","2253",,
"Fedde, Erick","607200","2021","590","23",21.7,8.1,"4",".263",".456",,,"87.7","1546","79.7","2282","93.8","1882"
"Freeland, Kyle","607536","2021","515","20",20.4,7.4,"4",".247",".414","86","2324","85.8","1543","80.2","2437","91.3","2359"
"Means, John","607644","2021","590","30",22.7,4.4,"4",".242",".441","86.3","2326","83.4","2255","78","2278",,
"Fried, Max","608331","2021","667","15",23.7,6.1,"7",".234",".364","84.7","2483","84.7","1411","74.4","2650","93.5","1996"
"Giolito, Lucas","608337","2021","719","27",28,7.1,"2",".221",".362","85.6","2028","81.5","1492","80.6","2382",,
"Irvin, Cole","608344","2021","768","23",16.3,5.5,"9",".281",".445","83","2008","84.2","1584","76.9","2056","90.5","1888"
"Wacha, Michael","608379","2021","528","23",22.9,5.9,"4",".283",".499",,,"86.9","1554","76.2","2191","94.1","2072"
"Márquez, Germán","608566","2021","756","21",23.3,8.5,"4",".250",".390","86.2","2420","86.1","1670","85.2","2683","94","2057"
"Quantrill, Cal","615698","2021","616","16",19.6,7.6,"9",".244",".387","86.7","2309","85","1354","81.3","2353","94.3","2087"
"Kaprielian, James","621076","2021","502","19",24.5,8.2,"5",".239",".437","85.3","2274","83.8","1291","78","2443","92.4","1983"
"Buehler, Walker","621111","2021","815","19",26,6.4,"6",".218",".345","84.9","2798","91.5","1522","80.1","2861","95.3","2341"
"McCullers Jr., Lance","621121","2021","684","13",27,11.1,"10",".208",".314","86","2797","85.8","1682","84.2","2923","93.9","2115"
"Mills, Alec","621219","2021","517","16",16.8,6.6,"7",".280",".429","76.6","2528","79.1","1746","65.8","2317","89.1","2157"
"Berríos, José","621244","2021","781","22",26.1,5.8,"15",".241",".407",,,"84.8","1521",,,"93.8","2134"
"Wood, Alex","622072","2021","585","14",26,6.7,"16",".239",".377","83.9","2117","85.3","1662",,,"91.8","2098"
"Castillo, Luis","622491","2021","803","19",23.9,9.3,"7",".232",".347","86.4","2441","88.3","1971",,,"97.3","2142"
"Senzatela, Antonio","622608","2021","670","12",15.7,4.8,"9",".273",".414","86.1","2083","86","2016","77.8","2158","94.3","2119"
"Flexen, Chris","623167","2021","741","19",16.9,5.4,"4",".261",".427",,,"82.7","1326","77.2","2708",,
"Urías, Julio","628711","2021","745","19",26.2,5.1,"7",".219",".360",,,"86.8","1921",,,"94.7","2481"
"Crowe, Wil","640444","2021","524","25",21.2,10.9,"6",".255",".455","85.3","2716","85.1","1714","80.4","2440","92.9","2222"
"Manaea, Sean","640455","2021","754","25",25.7,5.4,"9",".249",".419","82.8","2010","84.5","1371",,,"92.1","1997"
"Alzolay, Adbert","640470","2021","519","25",24.7,6.6,"5",".248",".451","86.2","2610","85.6","1705","80","2648","93.8","2209"
"Dunning, Dane","641540","2021","511","13",22.3,8.4,"7",".265",".419","79.7","2071","84.5","1935","78.2","2074","90.4","2034"
"Keller, Brad","641745","2021","613","18",19.6,10.4,"7",".292",".505","86.1","2582","90","1998",,,"93.7","2181"
"Mahle, Tyler","641816","2021","759","24",27.7,8.4,"10",".229",".362","86.7","2535",,,,,,
"Yarbrough, Ryan","642232","2021","653","25",17.9,4.1,"9",".272",".436",,,"78.4","2027","71.1","2270","86.4","1841"
"Peralta, Freddy","642547","2021","580","14",33.6,9.7,"11",".174",".289","80.5","2264","88","1621","76.8","2213","92.4","2302"
"Alcantara, Sandy","645261","2021","837","21",24,6,"10",".232",".369","90.4","2359","91.8","2005","83.7","2396","97.6","2324"
"Cease, Dylan","656302","2021","708","20",31.9,9.6,"9",".210",".364","85.9","2880","78.1","1641","79.9","2754",,
"Montgomery, Jordan","656756","2021","661","19",24.5,7.7,"2",".248",".404",,,"82.5","1704","80","2246","92.4","2172"
"Webb, Logan","657277","2021","596","9",26.5,6,"8",".229",".329",,,"86.2","1475",,,"92.8","1901"
"Ohtani, Shohei","660271","2021","533","15",29.3,8.3,"10",".207",".344","80.6","2273",,,"74.5","2370",,
"Bubic, Kris","663460","2021","556","22",20.5,10.6,"7",".255",".456",,,"80","1604","78.5","2619",,
"Allard, Kolby","663465","2021","534","29",19.5,5.8,"4",".266",".481",,,"83.6","1606","75.9","1896","92.5","2199"
"Mize, Casey","663554","2021","612","24",19.3,6.7,"11",".254",".462","85.9","2239",,,"81.3","2197","93.2","2062"
"McClanahan, Shane","663556","2021","517","14",27.3,7.2,"2",".263",".436","89.1","2400","89.2","1725","82.5","2653",,
"Singer, Brady","663903","2021","586","14",22.4,9,"11",".257",".398","85.4","2393","88","2015",,,"93.7","2271"
"Brubaker, JT","664141","2021","537","28",24,6.9,"9",".252",".440","87.2","2648","87.2","1885","79.5","2801","93.4","2266"
"Valdez, Framber","664285","2021","572","12",21.9,10.1,"11",".230",".343",,,"87.5","1498","77.9","2873","92.5","2171"
"Anderson, Ian","666120","2021","535","16",23.2,9.9,"1",".240",".410",,,"88.1","1646","80.7","1895","94.1","2081"
"Plesac, Zach","668676","2021","598","23",16.7,5.7,"7",".255",".455","86.7","2033","85.7","1599","80.2","1884",,
"Gallen, Zac","668678","2021","523","19",26.6,9.4,"5",".230",".382","86.1","2467","86.1","1476","79.7","2437","93.3","2328"
"Burnes, Corbin","669203","2021","657","7",35.6,5.2,"6",".180",".256","88","2861","90.7","1873","81.2","2867","96.9","2556"
"Gilbert, Logan","669302","2021","503","17",25.4,5.6,"6",".242",".428","83.4","2276","79.9","1555","75","2117",,
"Skubal, Tarik","669373","2021","634","35",25.9,7.4,"6",".267",".508","86.5","2060","82.1","1441","73.8","2222","94.5","2021"
"Rogers, Trevor","669432","2021","550","6",28.5,8.4,"5",".223",".343","81.8","2115","84.8","1323",,,"94.9","2647"
"Garcia, Luis","677651","2021","633","19",26.4,7.9,"3",".236",".394","79.9","2374","83.4","1909","75.9","2264",,
"Wainwright, Adam","425794","2022","803","16",17.8,6.7,"7",".270",".419","75.3","2682","82.2","1764","72.8","2768","88.6","2201"
"Greinke, Zack","425844","2022","585","14",12.5,4.6,"3",".284",".441","81.8","2448","86.5","1644","72","2433","89.4","2193"
"Verlander, Justin","434378","2022","666","12",27.8,4.4,"6",".207",".331","87.4","2464","86.2","1756","79","2644",,
"Kluber, Corey","446372","2022","689","20",20.2,3,"10",".261",".415",,,"82.9","1652","80.7","2526","88.9","2075"
"Hill, Rich","448179","2022","526","15",20.7,7,"4",".240",".411",,,"82.8","1882","71.8","2629","87.3","2229"
"Morton, Charlie","450203","2022","728","28",28.2,8.7,"18",".228",".389",,,"87.2","2154","81.3","3068","94.7","2190"
"Scherzer, Max","453286","2022","565","13",30.6,4.2,"11",".202",".339","85","2303","84.1","1399","75","2764",,
"Cueto, Johnny","456501","2022","651","15",15.7,5.1,"6",".263",".408","83.5","2235","82.6","1325","69.9","2095","91.4","2111"
"Lynn, Lance","458681","2022","512","19",24.2,3.7,"10",".243",".387","86","2548","85.8","1872","82","2497","91.4","2307"
