"last_name, first_name","player_id","year","pa","home_run","k_percent","bb_percent","p_hit_by_pitch","xba","xslg","sl_avg_speed","sl_avg_spin","ch_avg_speed","ch_avg_spin","cu_avg_speed","cu_avg_spin","si_avg_speed","si_avg_spin"
"Carrasco, Carlos","471911","2022","645","17",23.6,6.4,"8",".253",".405","84.8","2456","87.4","1311","81.1","2654","91.9","2161"
"Quintana, Jose","500779","2022","679","8",20.2,6.9,"3",".257",".377",,,"86.4","1319","78.3","2263","91.4","2070"
"Gibson, Kyle","502043","2022","718","24",20.1,6.7,"9",".262",".421","83.4","2518","84.7","1622","79.1","2467","91.7","2133"
"Cobb, Alex","502171","2022","631","9",23.9,6.8,"3",".235",".329","85.1","2531",,,"83.8","2610","94.8","2091"
"Darvish, Yu","506433","2022","771","22",25.6,4.8,"12",".226",".388","86","2778",,,"76.1","2704","94.7","2274"
"Bumgarner, Madison","518516","2022","698","25",16,7,"9",".276",".488","83.3","2205","85.5","1480","78.6","2304","90.8","2067"
"Kelly, Merrill","518876","2022","804","21",22,7.6,"2",".230",".383","85","2416","88.6","2158","82.2","2550","92.5","2206"
"Pérez, Martín","527048","2022","821","11",20.6,8.4,"6",".241",".347","84.5","2398","84.4","1661","78.8","2515","92.6","1997"
"Anderson, Tyler","542881","2022","707","14",19.5,4.8,"9",".225",".349",,,"79","1848","73.2","2141","89","2227"
"Cole, Gerrit","543037","2022","793","33",32.4,6.3,"2",".214",".383","88.7","2569","89.7","1616","83","2779",,
"Lyles, Jordan","543475","2022","774","26",18.6,6.7,"8",".267",".452",,,"86.3","1464","79.1","2433","90.8","2095"
"Stripling, Ross","548389","2022","536","12",20.7,3.7,"2",".251",".395","87.1","2301","82.6","1680","76.1","2377","89.9","2004"
"Wheeler, Zack","554430","2022","607","13",26.9,5.6,"7",".226",".343",,,"89.5","1557","81.3","2654","95.4","2217"
"Corbin, Patrick","571578","2022","713","27",18,6.9,"7",".304",".520","81.7","2184","82.4","1629","74.2","1944","92.8","2068"
"Mikolas, Miles","571945","2022","805","25",19,4.8,"6",".252",".400","87.7","2381","82.7","1575","76","2547","93","2232"
"Stroman, Marcus","573186","2022","569","16",20.9,6.3,"4",".254",".389","86.4","2692",,,,,"92","2265"
"Gausman, Kevin","592332","2022","725","15",28.3,3.9,"1",".242",".380","84.4","2206","84.5","1497",,,,
"Gray, Jon","592351","2022","521","17",25.7,7.5,"6",".230",".367","85.8","2212","88.7","1455","77.8","2597",,
"Ray, Robbie","592662","2022","775","32",27.4,8,"7",".223",".373","87.2","2190","86.9","1759","79.7","2106","93.3","2191"
"Syndergaard, Noah","592789","2022","565","14",16.8,5.5,"4",".265",".420","85.2","2151","88.5","1534","77.8","2136","93.6","2125"
"Taillon, Jameson","592791","2022","728","26",20.7,4.4,"5",".260",".432","86.1","2556","87.8","1846","81.1","2734","94.2","2297"
"Walker, Taijuan","592836","2022","649","15",20.3,6.9,"6",".245",".395","84.9","2403",,,"75","2226","92.9","2023"
"Montas, Frankie","593423","2022","608","18",23.4,7.1,"6",".242",".396","87.2","2410",,,,,"95.6","2242"
"Gonzales, Marco","594835","2022","783","30",13.2,6.4,"7",".266",".435",,,"79.4","2114","76.6","2114",,
"Gomber, Austin","596295","2022","529","20",18,6.4,"2",".267",".440","84.3","2391","82","1644","75.8","2497","91.5","2052"
"Pivetta, Nick","601713","2022","773","27",22.6,9.4,"5",".248",".433","83","2476","91.9","2329","77.2","2710",,
"Bassitt, Chris","605135","2022","745","19",22.4,6.6,"13",".227",".359","82.7","2345","85.4","1824","71.6","2330","92.8","2118"
"Bundy, Dylan","605164","2022","595","24",15.8,4.7,"3",".263",".440","79.1","2404","81.1","1361","72.2","2148","89.7","2194"
"Davies, Zach","605200","2022","570","21",17.9,9.1,"2",".250",".430","75.9","2498","79.7","1672","74.8","2580","89.5","2084"
"Musgrove, Joe","605397","2022","740","22",24.9,5.7,"14",".225",".350","82.9","2714","86.5","1972","81.3","2723","92.4","2436"
"Nola, Aaron","605400","2022","807","19",29.1,3.6,"9",".211",".340",,,"85.9","1482","78.6","2589","92.2","2199"
"Snell, Blake","605483","2022","535","11",32,9.5,"2",".207",".337","88.9","2389","87.1","1899","81.4","2297",,
"Springs, Jeffrey","605488","2022","549","14",26.2,5.6,"1",".231",".364","85.4","2188","81.1","1415",,,"90.1","2316"
"Thompson, Zach","605507","2022","543","19",16.6,8.5,"3",".281",".442",,,"85.7","1864","76.6","2244","92.2","2231"
"Woodruff, Brandon","605540","2022","620","18",30.6,6.8,"5",".212",".349","88","2408","86.1","2008","84","2497","95.8","2286"
"Rodón, Carlos","607074","2022","710","12",33.4,7.3,"3",".198",".309","85.4","2447","84.6","1757","79.8","2454",,
"Fedde, Erick","607200","2022","573","21",16.4,10.1,"0",".283",".451",,,"86","1516","78.4","2388","92.6","1877"
"Freeland, Kyle","607536","2022","766","19",17.1,6.9,"16",".271",".457","85.4","2375","84.8","1479","80.9","2446","89.6","2350"
"Fried, Max","608331","2022","733","12",23.2,4.4,"4",".227",".328","87.3","2392","86.5","1413","74.2","2748","93.6","2035"
"Giolito, Lucas","608337","2022","698","24",25.4,8.7,"4",".249",".397","84.4","1959","81","1448","79.2","2348",,
"Irvin, Cole","608344","2022","741","25",17.3,4.9,"7",".258",".451",,,"83","1553","77.5","2074","90.3","1940"
"Wacha, Michael","608379","2022","515","18",20.2,6,"4",".254",".446",,,"84.3","1583","74.7","2173","92.6","2052"
"Márquez, Germán","608566","2022","779","30",19.3,8.1,"4",".256",".423","87.7","2390","87.8","1595","86.5","2577","95.1","2111"
"Quantrill, Cal","615698","2022","770","21",16.6,6.1,"10",".258",".417",,,"85.3","1533","82.7","2447","93.6","2105"
"Kaprielian, James","621076","2022","577","16",17,10.2,"5",".254",".415","85","2291","85.2","1365","79.3","2496","94.4","1931"
"Berríos, José","621244","2022","753","29",19.8,6,"11",".275",".466",,,"84.6","1522",,,"93.9","2116"
"Wood, Alex","622072","2022","555","17",23.6,5.4,"12",".248",".397","84.5","2067","85.7","1668",,,"92.4","2041"
"Castillo, Luis","622491","2022","615","13",27.2,7.3,"8",".223",".344","86.5","2422","88.4","1937",,,"96.9","2163"
"Flexen, Chris","623167","2022","590","17",16.1,8.6,"2",".256",".430","81.1","2523","81.1","1309","74.6","2651","92.6","2169"
"Suárez, Ranger","624133","2022","662","15",19.5,8.8,"2",".241",".368","82.4","2114","84.9","1522","76.6","2228","92.5","1907"
"Urías, Julio","628711","2022","689","23",24.1,6,"5",".205",".332",,,"86.2","1950",,,,
"Manaea, Sean","640455","2022","671","29",23.2,7.5,"3",".240",".407","81.6","2036","84.9","1436","80.7","2016","90.8","2025"
"López, Pablo","641154","2022","736","21",23.6,7.2,"8",".239",".378",,,"87.5","1965","80.9","2495","93.4","1999"
"Cortes Jr., Nestor","641482","2022","615","16",26.5,6.2,"2",".204",".320",,,"82.9","1329","72.1","2437","90.7","2261"
"Dunning, Dane","641540","2022","671","20",20.4,9.2,"11",".250",".400","78.7","2081","84","1860","80.1","2215","89.5","2004"
"Hudson, Dakota","641712","2022","596","9",13.1,10.2,"9",".276",".409","87.8","2366","86.5","1446","80.5","2420","91.9","2060"
"Keller, Brad","641745","2022","617","17",16.5,9.2,"2",".256",".405","86.9","2541","90.3","1618","87.8","2543","93.4","2193"
"Kuhl, Chad","641771","2022","617","25",17.8,9.4,"5",".272",".466","86.5","2541","87.9","1699","79.5","2866","92.8","2129"
"Lauer, Eric","641778","2022","661","27",23.8,8.9,"2",".240",".393","86.7","2286","87.2","1746","78.2","2400",,
"Mahle, Tyler","641816","2022","503","16",25,8.5,"2",".214",".358","83.9","2496",,,,,,
"Alcantara, Sandy","645261","2022","886","16",23.4,5.6,"9",".215",".331","90","2355","91.8","2056","86.2","2350","97.8","2293"
"Cease, Dylan","656302","2022","747","16",30.4,10.4,"3",".184",".292","87.4","2833","77.9","1720","81.1","2697","96.5","2492"
"Keller, Mitch","656605","2022","687","14",20.1,8.7,"12",".253",".383","87.1","2452","91.2","1633","78.7","2576","94.4","2366"
"Montgomery, Jordan","656756","2022","724","21",21.8,5,"8",".258",".400",,,"82.3","1679","80.2","2263","93","2211"
"Rasmussen, Drew","656876","2022","584","13",21.4,5.3,"3",".238",".375","85.4","2514",,,"79.6","2692","94.9","2402"
"Steele, Justin","657006","2022","512","8",24.6,9.8,"3",".237",".336","82","2687","87.8","1697","78.4","2539","91.7","2430"
"Wright, Kyle","657140","2022","738","19",23.6,7.2,"9",".244",".383","90.1","2395","88.1","1699","84.7","2723","94.4","2260"
"Otto Jr., Glenn","657248","2022","587","21",18.2,10.6,"13",".247",".424",,,"88.1","1681","81.2","2461","92.2","2235"
"Webb, Logan","657277","2022","787","11",20.7,6.2,"7",".247",".363",,,"86.4","1492",,,"91.8","1881"
"Ryan, Joe","657746","2022","604","20",25,7.8,"10",".215",".373","82.3","2136","84.8","2074","74.9","2371",,
"Ohtani, Shohei","660271","2022","660","14",33.2,6.7,"2",".204",".311","85.2","2498",,,"77.6","2482","97.2","1973"
"Bubic, Kris","663460","2022","587","18",18.7,10.7,"4",".286",".455",,,"80.7","1690","79.4","2609",,
"McKenzie, Triston","663474","2022","741","25",25.6,5.9,"5",".222",".397","87.3","2197",,,"79.4","2198",,
"McClanahan, Shane","663556","2022","640","19",30.3,5.8,"3",".207",".332","89.3","2348","87.7","1732","82","2628",,
"Lynch IV, Daniel","663738","2022","600","21",20.3,8.7,"5",".276",".450","86","2018","84.8","1671","81.6","2096","93.4","2062"
"Sandoval, Patrick","663776","2022","638","8",23.7,9.4,"5",".245",".359","86.3","2551","83.7","1608","78.6","2779","93.4","1924"
"Singer, Brady","663903","2022","621","18",24.2,5.6,"11",".247",".397","85.5","2341","86.9","2229",,,"93.8","2297"
"Brubaker, JT","664141","2022","646","17",22.8,8.4,"9",".257",".413","86.7","2653","87.2","1880","80","2813","93.1","2281"
"Valdez, Framber","664285","2022","827","11",23.5,8.1,"11",".227",".330","83","2669","88.8","1640","79.2","2849","93.9","2203"
"Javier, Cristian","664299","2022","585","17",33.2,8.9,"6",".168",".286","79.9","2621","85.2","2214","76.5","2884",,
"Urquidy, José","664353","2022","681","29",19.7,5.6,"7",".256",".449",,,"86.1","2006","78.1","2628",,
"Kremer, Dean","665152","2022","512","11",17,6.6,"5",".265",".423",,,"83.7","1580","76.5","2697","91.7","2139"
"Manoah, Alek","666201","2022","786","16",22.9,6.5,"15",".224",".343","81.5","2216","86.5","1980",,,"93.3","2193"
"Plesac, Zach","668676","2022","568","19",17.6,6.7,"5",".278",".474","85.4","2125","85.7","1626","79.3","2182","89.4","2080"
"Gallen, Zac","668678","2022","714","15",26.9,6.6,"12",".213",".340","86.7","2513","86.2","1539","81.6","2515","94.7","2216"
"Greene, Hunter","668881","2022","531","24",30.9,9,"10",".219",".393","88.1","2363","90.1","1993",,,,
"Wilson, Bryse","669060","2022","509","20",15.5,6.3,"9",".291",".474","82.5","2194","86.1","1612","77.5","2299","92.1","1958"
"Burnes, Corbin","669203","2022","797","23",30.5,6.4,"13",".212",".336","88.2","2801","90.3","2044","81.6","2761","96.2","2493"
"Gilbert, Logan","669302","2022","766","19",22.7,6.4,"6",".253",".408","86.9","2289","86.2","1752","80.8","2117","94.7","1973"
"Bieber, Shane","669456","2022","791","18",25,4.6,"2",".245",".386","85","2515","86.4","1557","82","2197",,
"Kirby, George","669923","2022","542","13",24.5,4.1,"5",".233",".379","85.5","2185","86","1471","80.8","2179","94.7","2236"
"Detmers, Reid","672282","2022","539","13",22.6,8.5,"8",".243",".388","86.3","2140","84.2","1435","73.1","2476","93.7","2127"
"Strider, Spencer","675911","2022","528","7",38.3,8.5,"3",".179",".279","86.3","2388","88.9","2126",,,,
"Garcia, Luis","677651","2022","643","23",24.4,7.3,"1",".228",".384","79.5","2525","84.8","2032","77.1","2577","90.6","2232"
"Gray, Josiah","680686","2022","649","38",23.7,10.2,"8",".219",".419","85.8","2030","88.1","2056","82.7","2490","94.8","2281"
"Bradish, Kyle","680694","2022","509","17",21.8,9,"7",".253",".404","86.9","2483","89.9","1427","83.2","2517","95.3","2156"
"Greinke, Zack","425844","2023","593","25",16.4,3.9,"4",".290",".479","79.2","2464","86.5","1758","72.4","2408","89.8","2206"
"Verlander, Justin","434378","2023","669","18",21.5,6.7,"5",".228",".391","86.9","2512","85.2","1824","78.2","2716",,
"Hill, Rich","448179","2023","660","23",19.5,8.8,"7",".281",".481","77.3","2410","83","1637","71.9","2613","86.1","2142"
"Morton, Charlie","450203","2023","716","14",25.6,11.6,"12",".248",".399",,,"86","2131","82.3","3088","94.2","2149"
"Scherzer, Max","453286","2023","621","28",28,7.2,"4",".207",".375","84","2300","83.8","1365","75.4","2718",,
"Lynn, Lance","458681","2023","808","44",23.6,8.3,"9",".252",".461","83.1","2464","84.9","1805","80.8","2508","91.4","2258"
"Kershaw, Clayton","477132","2023","523","19",26.2,7.6,"3",".232",".393","86.5","2475","84.6","1780","73.4","2293","90.9","2227"
"Gibson, Kyle","502043","2023","807","23",19.5,6.8,"6",".270",".446",,,"85.5","1679","79.5","2446","91.9","2116"
"Cobb, Alex","502171","2023","646","19",20.3,5.7,"6",".278",".444","86.2","2623",,,"83.6","2668","94.5","2085"
"Darvish, Yu","506433","2023","573","18",24.6,7.3,"8",".242",".375","85.7","2828","82.3","1198","76.3","2716","94.3","2272"
"Kelly, Merrill","518876","2023","721","20",25.9,9.4,"4",".244",".389","85.4","2320","88.7","2138","82.1","2569","92.4","2204"
"Pérez, Martín","527048","2023","608","21",15.3,8.1,"4",".272",".447","83.4","2310","84.1","1680","79.1","2443","91.6","1964"
"Anderson, Tyler","542881","2023","629","20",18.9,10.2,"7",".259",".434","78.3","2344","80","1861","73.2","2247","88.5","2227"
"Cole, Gerrit","543037","2023","821","20",27,5.8,"7",".233",".379","89.1","2542","89.1","1581","82.9","2783",,
"Eovaldi, Nathan","543135","2023","577","15",22.9,8.1,"6",".238",".397","83.9","2145",,,"76","1956",,
"Gray, Sonny","543243","2023","754","8",24.3,7.3,"6",".244",".364",,,"87.9","1715","79.5","2643","92.8","2443"
"Hendricks, Kyle","543294","2023","578","13",16.1,4.7,"4",".269",".413",,,"80.7","2156","73.3","2872","87.5","2027"
"Lyles, Jordan","543475","2023","748","39",16,6,"6",".265",".481","81.7","2344","85.5","1677","79.4","2437","90.5","2136"
"Lorenzen, Michael","547179","2023","624","20",17.8,7.5,"2",".258",".442","85.2","2542","84.5","2094","82.3","2624","93.7","2331"
"Wheeler, Zack","554430","2023","787","20",26.9,5,"9",".230",".351",,,"90.8","1796","81.4","2742","95.2","2315"
"Corbin, Patrick","571578","2023","790","33",15.7,7.2,"4",".303",".518","80.5","2150","81.2","1563",,,"92.1","2039"
"Heaney, Andrew","571760","2023","641","23",23.6,9.4,"10",".240",".429","82","2530","84","2117","74.4","2394",,
"Mikolas, Miles","571945","2023","860","26",15.9,4.5,"8",".291",".498","86.4","2335","84.4","1640","75.8","2490","92.7","2193"
"Stroman, Marcus","573186","2023","575","9",20.7,9,"3",".265",".387","86.1","2784",,,,,"91.4","2286"
"Kikuchi, Yusei","579328","2023","700","27",25.9,6.9,"4",".249",".434","88.7","2427","88.7","1721","83.1","2536",,
"Gausman, Kevin","592332","2023","763","19",31.1,7.2,"3",".235",".402","84","2236",,,,,,
"Gray, Jon","592351","2023","656","22",21.6,8.2,"9",".260",".415","87.9","2383","88.8","1455","78.2","2499",,
"Smyly, Drew","592767","2023","626","26",22.5,8.9,"6",".241",".401",,,,,"78.6","2120","91.9","2055"
"Taillon, Jameson","592791","2023","655","27",21.4,6.3,"5",".259",".462","82.2","2763","86.5","1867","80.5","2726","94","2270"
"Walker, Taijuan","592836","2023","733","20",18.8,9.7,"8",".248",".405",,,,,"74.8","2352","92.4","1964"
"Williams, Trevor","592866","2023","658","34",16.9,7.9,"5",".281",".501","81.7","2179","83.3","1686","76.7","2231","88.2","1867"
"Rodriguez, Eduardo","593958","2023","621","15",23,7.7,"3",".247",".397","84.5","2120","85.9","1879",,,"92.4","2159"
"Weaver, Luke","596133","2023","563","29",19.4,7.1,"4",".286",".494","86.5","2283","86.1","1714","81.6","2229",,
"Gomber, Austin","596295","2023","603","26",14.4,7.1,"3",".292",".500","84.8","2394","81.6","1642","77.6","2521","90.8","2129"
"Pivetta, Nick","601713","2023","587","23",31.2,8.5,"6",".223",".414","86.6","2392",,,"79.4","2796",,
"Bassitt, Chris","605135","2023","826","28",22.5,7.1,"12",".241",".405","80.3","2334","84.1","1932","70.7","2269","91.9","2096"
"Clevinger, Mike","605182","2023","549","16",20,7.3,"9",".239",".403","79.4","2353","86.1","1530","76","2212","93.3","2142"
"Nola, Aaron","605400","2023","793","32",25.5,5.7,"1",".240",".407",,,"85.9","1558","79.4","2591","91.8","2221"
"Snell, Blake","605483","2023","742","15",31.5,13.3,"3",".208",".350","88.4","2345","86.7","1796","81","2399",,
"Rea, Colin","607067","2023","517","23",21.3,7.4,"4",".253",".432",,,,,"78.8","2202","92.6","2136"
"Freeland, Kyle","607536","2023","677","29",13.9,6.2,"1",".294",".507","84.1","2273","84.3","1598","80.6","2386","88.7","2302"
"Lugo, Seth","607625","2023","604","19",23.2,6,"3",".260",".444","85.8","2587","86.3","1538","79.6","3240","93.2","2333"
"Giolito, Lucas","608337","2023","794","41",25.7,9.2,"9",".240",".445","84","1978","80.9","1547","77.9","2334",,
"Wacha, Michael","608379","2023","553","15",22.4,7.8,"3",".250",".421",,,"81.6","1522","74","2150","91.9","1897"
"Eflin, Zach","621107","2023","703","19",26.5,3.4,"3",".222",".378","84.1","2292","86.4","1615","79.1","2503","92.2","2100"
"Berríos, José","621244","2023","782","25",23.5,6.6,"9",".261",".437",,,"84.1","1436",,,"93.8","2118"
"Castillo, Luis","622491","2023","802","28",27.3,7,"5",".230",".408","85.7","2347","88.3","1906",,,"95.9","2098"
"Suárez, Ranger","624133","2023","540","13",22,8.9,"2",".262",".403","83.9","2082","82.9","1447","75.8","2175","92.8","1929"
"López, Pablo","641154","2023","801","24",29.2,6,"9",".216",".340",,,"88.4","2067","82.5","2655","94.5","2114"
"Dunning, Dane","641540","2023","722","20",19.4,7.6,"10",".261",".415","82.1","2361","85.7","1775","77.7","2173","91","2055"
"France, J.P.","641585","2023","581","19",17.4,8.1,"2",".267",".454",,,"81.8","1867","76","2533",,
"Ober, Bailey","641927","2023","577","22",25.3,5,"7",".226",".412","81","2105","83.7","2084","77.5","2182",,
"Peralta, Freddy","642547","2023","680","26",30.9,7.9,"6",".214",".361","82.4","2342","88.6","1707","76.9","2176",,
"Alcantara, Sandy","645261","2023","762","22",19.8,6.3,"5",".265",".417","89.9","2367","91.1","1968","86.1","2462","97.6","2329"
"Civale, Aaron","650644","2023","504","12",23,6.5,"5",".243",".379","82.5","2866",,,"78.1","2985","92.4","2271"
"Canning, Griffin","656288","2023","536","22",25.9,6.7,"5",".236",".421","88.4","2728","90.2","1810","81.8","2406","95.1","2058"
"Cease, Dylan","656302","2023","784","19",27.3,10.1,"9",".241",".381","86.3","2795","74.6","1678","80.2","2641",,
"Flaherty, Jack","656427","2023","650","17",22.8,10.2,"12",".270",".421","84.2","2464","85.3","1624","76.2","2494","90.1","2041"
"Keller, Mitch","656605","2023","825","25",25.5,6.7,"12",".251",".404",,,"90.7","1645","78","2604","93.9","2377"
"Kopech, Michael","656629","2023","591","29",22.7,15.4,"11",".240",".454","84.8","2340","88.7","1794","80.6","2387",,
"Megill, Tylor","656731","2023","567","18",18.5,10.2,"6",".283",".479","84.4","2225","87.9","1607","77.2","2316",,
"Montgomery, Jordan","656756","2023","777","18",21.4,6.2,"4",".253",".408",,,"83.5","1675","80.5","2356","93.3","2199"
"Steele, Justin","657006","2023","716","14",24.6,5,"7",".250",".365","83.3","2658","87.5","1745","80.7","2681","92.2","2396"
"Webb, Logan","657277","2023","850","20",22.8,3.6,"5",".255",".395",,,"87.5","1476",,,"92.3","1874"
"Schmidt, Clarke","657376","2023","694","24",21.5,6.6,"11",".256",".418",,,"89.4","2124","83.7","2930","93.4","2546"
"Ryan, Joe","657746","2023","672","32",29.3,5.1,"6",".224",".403","83.3","2319",,,,,,
"Ohtani, Shohei","660271","2023","531","18",31.5,10.4,"11",".206",".377","85.5","2593",,,"75.7","2459","94.6","2014"
"Irvin, Jake","663623","2023","530","20",18.7,10.2,"8",".259",".446",,,"87.7","2211","80.9","2407","93.9","2276"
"Sandoval, Patrick","663776","2023","652","12",19.6,11.3,"4",".261",".403","87","2464","83","1780","76.5","2722","93.2","1894"
"Singer, Brady","663903","2023","702","20",18.9,7,"8",".276",".452","84","2377","87.7","1849",,,"92.1","2280"
"Valdez, Framber","664285","2023","808","19",24.8,7.1,"10",".253",".410","84.7","2636","90.1","1677","80.2","2842","95.3","2188"
"Javier, Cristian","664299","2023","687","25",23.1,9,"7",".230",".443","79.5","2552","83.7","2398","76.6","2937",,
"Kremer, Dean","665152","2023","735","27",21.4,7.5,"5",".270",".457",,,"85.3","1716","78.1","2756","91.9","2003"
"Garrett, Braxton","666129","2023","659","20",23.7,4.4,"11",".274",".441","82.8","2210","84.1","1458","77.6","2168","90.5","2076"
"Luzardo, Jesús","666200","2023","741","22",28.1,7.4,"6",".235",".410","85.1","2320","88.3","1968",,,"96.5","2153"
"Gallen, Zac","668678","2023","846","22",26,5.6,"5",".254",".427","87.5","2433","86.8","1517","82.5","2463","92.6","2345"
"Ashcraft, Graham","668933","2023","624","23",17.8,8.3,"10",".272",".429","88.3","2832","90.4","2074",,,"96.5","2342"
"Gore, MacKenzie","669022","2023","582","27",25.9,9.8,"1",".261",".472","88.6","1970","86.5","2175","83.2","2311",,
"Nelson, Ryne","669194","2023","619","24",15.5,7.4,"1",".269",".488","81.7","2405","83.3","1713","76.4","2492",,
"Burnes, Corbin","669203","2023","784","22",25.5,8.4,"8",".224",".342","86","2877","89.3","2049","79.8","2794","95.3","2489"
"Gilbert, Logan","669302","2023","770","29",24.5,4.7,"2",".243",".410","88.7","2009",,,"80.3","2324","93.7","1871"
"Bieber, Shane","669456","2023","533","14",20.1,6.4,"3",".284",".446","84.6","2532","87.2","1660","82.5","2239",,
"Kirby, George","669923","2023","757","22",22.7,2.5,"6",".262",".425","86.3","2335","86.6","1518","81.8","2343","95.8","2229"
"Oviedo, Johan","670912","2023","781","19",20.2,10.6,"13",".249",".402","88.2","2469","88.1","1817","80.9","2388","95.7","2300"
"Allen, Logan","671106","2023","537","16",22.2,8.9,"1",".257",".413","83.6","2222","82.7","894",,,,
"Detmers, Reid","672282","2023","644","19",26.1,9.3,"13",".253",".398","88.9","2079","84.8","1493","74.7","2414",,
"Senga, Kodai","673540","2023","694","17",29.1,11.1,"5",".225",".365","84.6","2479",,,"72.7","2492",,
"Strider, Spencer","675911","2023","763","22",36.8,7.6,"9",".205",".345","85.6","2345","87","2257",,,,
"Miller, Bobby","676272","2023","505","12",23.6,6.3,"6",".229",".355","89.9","2510","88.2","2290","80.6","2812","98.8","2297"
"Bibee, Tanner","676440","2023","585","13",24.1,7.7,"5",".235",".376","84.7","2794","83.8","2048","78.4","2720",,
"Sears, JP","676664","2023","735","34",21.9,7.2,"16",".245",".448","82.1","2450","84.1","1716",,,"92.1","2175"
"Crawford, Kutter","676710","2023","527","17",25.6,6.8,"5",".208",".374","82.9","2278",,,"79.4","2236",,
"Bello, Brayan","678394","2023","668","24",19.8,6.7,"6",".253",".411","85.3","2276","86.2","1771",,,"95","1974"
"Rodriguez, Grayson","680570","2023","515","16",25,8.2,"2",".255",".407","82.3","2402","83.9","1851","79.9","2628",,
"Gray, Josiah","680686","2023","698","22",20.5,11.5,"9",".254",".433","85.9","1878","88.6","1617","82.2","2380","93.1","2120"
"Bradish, Kyle","680694","2023","671","14",25,6.6,"8",".239",".388","88.1","2650","90.8","1383","84.8","2615","95","2217"
"Miller, Bryce","682243","2023","537","18",22.2,4.8,"7",".270",".468","86.6","2416","85","2054","78.2","2333","95.1","2451"
"Waldichuk, Ken","686610","2023","639","24",20.7,11.1,"9",".242",".420",,,"84.2","1619","74.5","2005",,
"Brown, Hunter","686613","2023","665","26",26.8,8.3,"9",".240",".414",,,,,"82.9","2472","96","2142"
"Elder, Bryce","693821","2023","732","19",17.5,8.6,"8",".264",".416","82.7","2414","85","2070",,,"89.5","1970"
"Morton, Charlie","450203","2024","71","2",25.4,11.3,"1",".216",".378",,,"85","2180","81.2","3020","93.1","2181"
"Lynn, Lance","458681","2024","61","3",29.5,9.8,"0",".225",".472","79.7","2468","83.9","1800",,,"90.4","2329"
"Carrasco, Carlos","471911","2024","55","0",20,16.4,"1",".209",".294","83.1","2407","86.1","1411","79.5","2739","90.5","2059"
"Quintana, Jose","500779","2024","70","2",17.1,11.4,"0",".304",".488",,,"85","1295","77.3","2242","89.8","2009"
"Gibson, Kyle","502043","2024","76","5",14.5,7.9,"0",".330",".606",,,"84.5","1684","78.5","2399","91.1","2030"
"Darvish, Yu","506433","2024","101","2",21.8,9.9,"1",".261",".420","85.1","2707",,,"74.8","2639","93.2","2253"
"Kelly, Merrill","518876","2024","72","2",22.2,5.6,"0",".213",".405","85.6","2371","89.2","2215","82.1","2600","92.9","2261"
"Sale, Chris","519242","2024","71","2",28.2,7,"1",".247",".425","78.6","2334","87.5","1828",,,"94.4","2052"
"Pérez, Martín","527048","2024","78","1",19.2,6.4,"0",".247",".358",,,"82.7","1633","77.9","2372","91","1964"
"Anderson, Tyler","542881","2024","71","2",16.9,8.5,"0",".222",".409",,,"79.2","1867",,,"88.5","2251"
"Eovaldi, Nathan","543135","2024","95","3",23.2,6.3,"1",".233",".368","86.9","2110",,,"77.3","1970",,
"Hendricks, Kyle","543294","2024","66","5",12.1,6.1,"0",".350",".600",,,"80.9","2157","73.9","2951","88.1","1970"
"Stripling, Ross","548389","2024","79","1",17.7,6.3,"0",".297",".372","85.2","2311","82.1","1665","74.5","2473","89.7","2045"
"Wheeler, Zack","554430","2024","100","2",30,5,"1",".206",".339",,,,,"80.5","2668","93.7","2244"
"Corbin, Patrick","571578","2024","75","2",13.3,5.3,"0",".316",".452","81.2","2144","80.5","1469",,,"91.5","2098"
"Heaney, Andrew","571760","2024","59","1",16.9,11.9,"3",".201",".326","80.8","2546","83.3","2079","75.6","2570",,
"Matz, Steven","571927","2024","62","0",12.9,4.8,"1",".314",".402","88.3","2166","83.3","2298","77.8","2175","94.5","2214"
"Mikolas, Miles","571945","2024","92","2",16.3,7.6,"0",".321",".458","86.3","2314","84.3","1587","74.9","2498","92.4","2144"
"Paxton, James","572020","2024","68","2",14.7,20.6,"0",".232",".387",,,"83.8","2042","80.5","1907","93.5","2066"
"Stroman, Marcus","573186","2024","69","1",24.6,10.1,"1",".235",".350","86.3","2710",,,,,"90.3","2259"
"Kikuchi, Yusei","579328","2024","65","1",30.8,10.8,"0",".194",".296","89.3","2355","86.8","1650","83.9","2427",,
"Gray, Jon","592351","2024","59","2",23.7,11.9,"0",".322",".563","88.6","2304","88.4","1555","78.9","2437",,
"Williams, Trevor","592866","2024","62","0",22.6,9.7,"0",".234",".394","81.3","2192","82.7","1561",,,"88.3","1898"
"Montas, Frankie","593423","2024","68","1",19.1,5.9,"0",".227",".324","83.9","2456",,,,,"93.6","2219"
"Gonzales, Marco","594835","2024","69","1",15.9,7.2,"0",".292",".479",,,"80.9","2058","79.6","2093","90.1","2072"
"Gomber, Austin","596295","2024","67","3",20.9,11.9,"0",".290",".512","82.7","2379","80.9","1623","76","2564",,
"Bassitt, Chris","605135","2024","75","3",22.7,12,"1",".284",".499","82.6","2350","84.1","1985","70.4","2309","92.1","2101"
"Musgrove, Joe","605397","2024","86","2",19.8,8.1,"5",".351",".529","81.5","2793","86.3","2063","81.1","2810","92.5","2518"
